ident;type;name;continent;iso_country;iso_region;municipality
US-0616;small_airport;Flying M Airport;NA;US;US-OK;Kingston
US-0617;heliport;Golden Nugget Lake Charles Heliport;NA;US;US-LA;Lake Charles
US-0618;small_airport;Red Creek Airport;NA;US;US-AK;Lake Louise
US-0619;closed;Wika Airport;NA;US;US-AK;Anchorage
US-0620;heliport;Advent Health Ocala Heliport;NA;US;US-FL;Ocala
US-0621;heliport;Renville County Regional Hospital Heliport;NA;US;US-MN;Olivia
US-0622;heliport;Avita Ontario Helipad;NA;US;US-OH;Ontario
US-0623;seaplane_base;Lake Meredith Seaplane Base;NA;US;US-CO;Ordway
US-0624;small_airport;Saunders Field;NA;US;US-MO;Osborn
US-0625;heliport;Hemi Acres Heliport;NA;US;US-MI;Owosso
US-0626;small_airport;Musselman Airstrip;NA;US;US-UT;Paradise
US-0627;small_airport;Haymaker Private Airport;NA;US;US-OK;Dover
US-0628;small_airport;Heyoka Field;NA;US;US-WI;Eau Claire
US-0629;small_airport;Squadron Field;NA;US;US-KS;Erie
US-0630;small_airport;The Flying W Ranch Airport;NA;US;US-GA;Flowery Branch
US-0631;small_airport;Papp Airpark;NA;US;US-NY;Fort Edward
US-0632;heliport;Centracare Health Paynesville Heliport;NA;US;US-MN;Paynesville
US-0633;heliport;Tsam Heliport;NA;US;US-NH;Pembroke
US-0634;seaplane_base;Emma's Bay Seaplane Base;NA;US;US-MN;Pequot Lakes
US-0635;heliport;Highland Community Hospital Heliport;NA;US;US-MS;Picayune
US-0636;heliport;Richardson Regional Heliport - Campbell Road;NA;US;US-TX;Richardson
US-0637;small_airport;Peltz Field;NA;US;US-IA;Ringsted
US-0638;small_airport;Dusty Wings Field;NA;US;US-AZ;Wellton
US-0639;small_airport;Krause Private Airport;NA;US;US-NE;Ansley
US-0640;small_airport;Forseth Field;NA;US;US-WI;Arena
US-0641;heliport;Sibley Medical Center Heliport;NA;US;US-MN;Arlington
US-0642;small_airport;Malinchak Private Airport;NA;US;US-OK;Bristow
US-0643;small_airport;Stockwell Field;NA;US;US-MO;Brookfield
US-0644;heliport;Dotlich Heliport;NA;US;US-IN;Brownsburg
US-0645;small_airport;Slate River Ranch Airport;NA;US;US-VA;Buckingham
US-0646;heliport;Fairview Ridges Hospital Heliport;NA;US;US-MN;Burnsville
US-0647;closed;Hagemeyer Airport;NA;US;US-OH;Oregonia
US-0648;small_airport;Shockly Field;NA;US;US-MS;Caledonia
US-0649;small_airport;Martin Ranch Airport;NA;US;US-TX;Rocksprings
US-0650;heliport;Mercy Health Cassville Heliport;NA;US;US-MO;Cassville
US-0651;small_airport;El Tesoro Ranch Airport;NA;US;US-TX;Charlotte
US-0652;heliport;Rotary Run Heliport;NA;US;US-OH;Zoar
US-0653;heliport;Zeeland Community Hospital Heliport;NA;US;US-MI;Zeeland
US-0654;small_airport;Northwood Airstrip;NA;US;US-WI;Wonewoc
US-0655;small_airport;Davis Field;NA;US;US-KS;Winfield
US-0656;small_airport;McMaster Gliderport;NA;US;US-KS;Wichita
US-0657;small_airport;Erickson Intergalactic Airport;NA;US;US-SD;Valley Springs
US-0658;small_airport;Weiss Acres Airport;NA;US;US-KS;Viola
US-0659;heliport;South Lake Hospital Main Campus Heliport;NA;US;US-FL;Clermont
US-0660;small_airport;Brandes Air Field 2;NA;US;US-TX;Sealy
US-0661;small_airport;Chandler Ranch Airport;NA;US;US-TX;Sanderson
US-0662;small_airport;Dennys Playground Airport;NA;US;US-NE;Royal
US-0663;seaplane_base;Hurley Memorial Seaport;NA;US;US-MN;Round Lake
US-0664;heliport;Gifford Memorial Hospital Heliport;NA;US;US-VT;Randolph
US-0665;small_airport;Rancho Deluxe Airport;NA;US;US-TX;Edna Hill
US-0666;heliport;Barber Marina Heliport;NA;US;US-AL;Elberta
US-0667;small_airport;Sheridan Field;NA;US;US-OK;Drummond
US-0668;seaplane_base;Wildhurst Pines Seaplane Base;NA;US;US-MN;Excelsior
US-0669;heliport;Mercy Fairfield Hospital Heliport;NA;US;US-OH;Fairfield
US-0670;small_airport;Fairmount Airport;NA;US;US-TX;Fairmount
US-0671;small_airport;Glass Ranch Airport;NA;US;US-TX;Garden City
US-0672;small_airport;Hibbs Airport;NA;US;US-ID;Greenleaf
US-0673;heliport;Novant Health UVA Haymarket Medical Center Heliport;NA;US;US-VA;Haymarket
US-0674;small_airport;Rollers Airport;NA;US;US-OK;Hennessey
US-0675;small_airport;Bethel Field;NA;US;US-OK;Hinton
US-0676;small_airport;Canadian River Corrientes Airport;NA;US;US-OK;Hinton
US-0677;small_airport;Ricker Ranch Airport;NA;US;US-OK;Hinton
US-0678;small_airport;Riegleman Field;NA;US;US-WI;Hustisford
US-0679;small_airport;Entz Arts Airport;NA;US;US-OK;Hydro
US-0680;small_airport;Wheeler Landing Strip;NA;US;US-OK;Eakly
US-0681;heliport;Bankhead Dam Heliport;NA;US;US-AL;Northport
US-0682;small_airport;J5 Mike Airport;NA;US;US-AL;Woodville
US-0683;heliport;Montgomery Crew Headquarters Heliport;NA;US;US-AL;Montgomery
US-0684;heliport;Plant Franklin Heliport;NA;US;US-AL;Smiths Station
US-0685;small_airport;Rocky Springs Airpark;NA;US;US-AL;Bremen
US-0686;small_airport;Treeo Airport;NA;US;US-AL;Daphne
US-0687;heliport;Bach Helipad;NA;US;US-AK;Fort Wainwright
US-0688;small_airport;Fireweed Airport;NA;US;US-AK;McCarthy
US-0689;small_airport;Entz Home Airport;NA;US;US-OK;Hydro
US-0690;small_airport;Entz Oliver Airport;NA;US;US-OK;Hydro
US-0691;small_airport;South Farm Airport;NA;US;US-OK;Hydro
US-0692;heliport;George E Weems Memorial Hospital Heliport;NA;US;US-FL;Apalachicola
US-0693;small_airport;Flying H Ranch Airport;NA;US;US-OK;Beggs
US-0694;heliport;Cayuga Medical Center Heliport;NA;US;US-NY;Ithaca
US-0695;small_airport;DJ Farm Airport;NA;US;US-FL;Jasper
US-0696;small_airport;Shank N Bank Airport;NA;US;US-TX;La Ward
US-0697;heliport;Franciscan Health Lafayette East Heliport;NA;US;US-IN;Lafayette
US-0698;small_airport;Yancey Creek Ranch Airport;NA;US;US-TX;Lampasas
US-0699;small_airport;2C Ranch Airport;NA;US;US-TX;Laneville
US-0700;small_airport;Green Valley Farms Airport;NA;US;US-OK;Lexington
US-0701;heliport;Lindsborg Community Hospital Heliport;NA;US;US-KS;Lindsborg
US-0702;small_airport;Roland Ranch Airport;NA;US;US-TX;Lockhart
US-0703;small_airport;Matt Doyle Airpark;NA;US;US-TX;Texas City
US-0704;heliport;ACH Springdale Heliport;NA;US;US-AR;Springdale
US-0705;closed;Wright Field;NA;US;US-ND;Williston
US-0706;closed;Georgia-Paciffic Airport;NA;US;US-GA;Cedar Springs
US-0707;small_airport;Helling Airport;NA;US;US-CO;Idalia
US-0708;small_airport;McAlister Airpark;NA;US;US-AR;Marble
US-0709;heliport;Highlands Hospital Heliport;NA;US;US-PA;Connellsville
US-0710;small_airport;Walnut Grove Airport;NA;US;US-PA;Mount Joy
US-0711;small_airport;Lemons Airstrip;NA;US;US-OK;Marlow
US-0712;heliport;Oishei Childrens Hospital Heliport;NA;US;US-NY;Buffalo
US-0713;small_airport;Trigger Gap Airport;NA;US;US-AR;Berryville
US-0714;small_airport;Sandy Ridge Farms Airport;NA;US;US-AR;Ashdown
US-0715;small_airport;Etna Airport;NA;US;US-AR;Ozark
US-0716;small_airport;Pegasus Airpark;NA;US;US-OK;Guthrie
US-0717;heliport;Baptist Health Medical Center Conway Heliport;NA;US;US-AR;Conway
US-0718;small_airport;Brown Airstrip;NA;US;US-OK;Marlow
US-0719;heliport;Manele Heliport;NA;US;US-HI;Lanai
US-0720;small_airport;CCR Field;NA;US;US-UT;Bluebell
US-0721;small_airport;Pettijohn Acres Landing;NA;US;US-OK;Marlow
US-0722;small_airport;T & C Acres Airport;NA;US;US-NY;Richard Springs
US-0723;heliport;Sam Hider Community Health Center Heliport;NA;US;US-OK;Jay
US-0724;heliport;Glenwood Regional Medical Center Heliport;NA;US;US-LA;West Monroe
US-0725;small_airport;Berg Field;NA;US;US-OH;Findlay
US-0726;heliport;Amistad Central Heliport;NA;US;US-FL;Okeechobee
US-0727;heliport;Niazi Heliport;NA;US;US-FL;Merritt Island
US-0728;small_airport;Turnbull Airport;NA;US;US-NY;Bloomfield
US-0729;small_airport;Boardman Airfield;NA;US;US-NE;Henderson
US-0730;small_airport;Hogg Field;NA;US;US-TX;Kennard
US-0731;small_airport;Pom Wonderful Airstrip;NA;US;US-CA;Del Rey
US-0732;heliport;Hennepin County Medical Center Heliport;NA;US;US-MN;Minneapolis
US-0733;small_airport;Southfork River Ranch Airport;NA;US;US-ID;Stites
US-0734;heliport;ASP Lowell Heliport;NA;US;US-AR;Lowell
US-0735;small_airport;WWD Farms Airport;NA;US;US-TX;Post
US-0736;small_airport;Taylor Field;NA;US;US-TX;Bivins
US-0737;closed;Sands Ranch Airport;NA;US;US-MT;Havre
US-0738;seaplane_base;Moving Cloud Island Seaplane Base;NA;US;US-WI;Woodruff
US-0739;heliport;Bexar Metro Medical Heliport;NA;US;US-TX;San Antonio
US-0740;small_airport;Big Chino Airstrip;NA;US;US-AZ;Paulden
US-0741;small_airport;Flanders Field;NA;US;US-TX;Lott
US-0742;small_airport;Stanton Hill Aerodrome;NA;US;US-MN;Atwater
US-0743;closed;Chateau Thierry Flying Field (1919);NA;US;US-CA;Long Beach
US-0744;small_airport;Fort Kent Municipal Airport;NA;US;US-ME;Fort Kent
US-0745;closed;Watson Airport;NA;US;US-ME;Pulpit Harbor
US-0746;closed;Fernald Field;NA;US;US-ME;Winterport
US-0747;closed;Lucky Airport;NA;US;US-ME;Lucky Landing
US-0748;closed;St. Croix Airport;NA;US;US-ME;Baring
US-0749;closed;Ashland airport;NA;US;US-ME;Ashland
US-0750;closed;Ryders Skyport;NA;US;US-NY;Gouverneur
US-0751;closed;Sunbright Heliport;NA;US;US-KY;Lexington
US-0752;heliport;Mercy Mt. Orab Hospital Heliport;NA;US;US-OH;Mount Orab
US-0753;small_airport;Mattingly Field;NA;US;US-IN;Martinsville
US-0754;heliport;Double D Ranch Heliport;NA;US;US-PA;Mechanicsburg
US-0755;small_airport;Flyers Park Airport;NA;US;US-OH;Newark
US-0756;heliport;Emerus Heliport;NA;US;US-NV;North Las Vegas
US-0757;small_airport;La Rue Airport;NA;US;US-OH;Old Washington
US-0758;heliport;Riverside Shore Memorial Hospital Heliport;NA;US;US-VA;Onancock
US-0759;small_airport;Oneida Lake Strip Airport;NA;US;US-NY;Oneida
US-0760;seaplane_base;Moon Landing Seaplane Base;NA;US;US-FL;Orlando
US-0761;heliport;OPA Heliport;NA;US;US-PA;Orwigsburg
US-0762;small_airport;M Sansom Ranch Airport;NA;US;US-TX;Paint Rock
US-0763;heliport;South Kohala Fire Station Helipad;NA;US;US-HI;Waikoloa Village
US-0764;closed;Waikoloa Air Strip;NA;US;US-HI;Waikoloa Village
US-0765;heliport;GAF Helistop Heliport;NA;US;US-NJ;Parsippanny
US-0766;heliport;Sebastian River Medical Center Heliport;NA;US;US-FL;Sebastian
US-0767;small_airport;Klenawicus Airfield;NA;US;US-NY;Shelter Island
US-0768;closed;Dream Fields Airport;NA;US;US-MS;Lucedale
US-0769;heliport;Lane Regional Medical Center Heliport;NA;US;US-LA;Zachary
US-0770;heliport;Maria Perham Franklin Hospital Heliport;NA;US;US-NC;Louisburg
US-0771;heliport;CHI St. Luke's Hospital Heliport;NA;US;US-TX;Sugarland
US-0772;small_airport;Wildcat Airport;NA;US;US-TX;Sterling City
US-0773;heliport;John Hopkins All Children's Hospital Heliport;NA;US;US-FL;St. Petersburg
US-0774;heliport;Muddy Bottoms Heliport;NA;US;US-LA;Springhill
US-0775;heliport;Isle of Wight Volunteer Rescue Squad Heliport;NA;US;US-VA;Smithfield
US-0776;small_airport;Itll Do Airfield;NA;US;US-TX;Sandia
US-0777;small_airport;Dow Ranch Airport;NA;US;US-TX;Kerens
US-0778;small_airport;Flying L Airport;NA;US;US-WA;Glenwood
US-0779;heliport;Fraundorfer Heliport;NA;US;US-WI;Fulton
US-0780;small_airport;Paducah Airport;NA;US;US-TX;Paducah
US-0781;heliport;Lifecare Medical Center Heliport;NA;US;US-MN;Roseau
US-0782;heliport;Dell Seton Medical Center Heliport;NA;US;US-TX;Austin
US-0783;small_airport;Colvin Airport;NA;US;US-OH;Bellevue
US-0784;small_airport;Glenwood Field;NA;US;US-SD;Beresford
US-0785;small_airport;Rock Ridge Airport;NA;US;US-OK;Blanchard
US-0786;small_airport;Fourth Creek Ranch Airport;NA;US;US-TX;Booker
US-0787;small_airport;White Field Airport;NA;US;US-FL;Branford
US-0788;heliport;Pela 15 Heliport;NA;US;US-TN;Columbia
US-0789;heliport;Baptist Health Corbin Heliport;NA;US;US-KY;Corbin
US-0790;small_airport;Field of Dreams Airport;NA;US;US-FL;Dade City
US-0791;heliport;Essentia Hospital Heliport;NA;US;US-MN;Fosston
US-0792;small_airport;Tracemont Field;NA;US;US-LA;Boyce
US-0793;seaplane_base;Lake Cochrane Seaplane Base;NA;US;US-SD;Gary
US-0794;heliport;Texas Health Resources Frisco Hospital Heliport;NA;US;US-TX;Frisco
US-0795;heliport;Childrens Hospital Colorado Heliport;NA;US;US-CO;Highlands Ranch
US-0796;small_airport;Stoner Memorial Airport;NA;US;US-OK;Randlett
US-0797;heliport;Memorial Hermann Southwest Hospital Heliport;NA;US;US-TX;Houston
US-0798;seaplane_base;Flying Floats Base Seaplane Base;NA;US;US-WI;Three Lakes
US-0799;heliport;Blackwater Heliport;NA;US;US-CA;Temecula
US-0800;heliport;Camelback Mountain Resort Heliport;NA;US;US-PA;Tannersville
US-0801;heliport;Memorial Hermann Sugar Land Hospital Heliport;NA;US;US-TX;Sugar Land
US-0802;heliport;Belleharbour Heliport;NA;US;US-VA;Suffolk
US-0803;small_airport;Red Oak Airport;NA;US;US-MO;Owensville
US-0804;small_airport;Big Creek Ranch Airstrip;NA;US;US-OK;South Coffeyville
US-0805;small_airport;Ramey 1 Airport;NA;US;US-OK;Marlow
US-0806;small_airport;Pro Agri Airport;NA;US;US-TX;Ropesville
US-0807;small_airport;M & M Airfield;NA;US;US-NY;Rome
US-0808;small_airport;Doren Field;NA;US;US-MI;Cedar Springs
US-0809;seaplane_base;Summer Lakes Seaplane Base;NA;US;US-FL;Orlando
US-0810;heliport;GAC Waterfront Heliport;NA;US;US-FL;Navarre
US-0811;seaplane_base;Jones Brothers East Seaplane Base;NA;US;US-FL;Mount Dora
US-0812;small_airport;Mettler Airport;NA;US;US-SD;Menno
US-0813;heliport;GEICO Helistop;NA;US;US-FL;Orlando
US-0814;heliport;Melrose Hospital Heliport;NA;US;US-MN;Melrose
US-0815;small_airport;Horning Farms Airstrip;NA;US;US-OK;Marlow
US-0816;small_airport;Malcom Farm Airport;NA;US;US-OK;Marlow
US-0817;small_airport;L&L Airport;NA;US;US-OK;Marlow
US-0818;heliport;Centracare Health-Long Prairie Heliport;NA;US;US-MN;Long Prairie
US-0819;heliport;High Alpine Heliport;NA;US;US-MT;Big Sky
US-0820;small_airport;Aileron Orchards Airport;NA;US;US-AZ;Dolan Springs
US-0821;heliport;University of Miami Hospital Heliport;NA;US;US-FL;Miami
US-0822;heliport;Gray Ranch Company Heliport;NA;US;US-OK;Sulphur
US-0823;small_airport;TK Airport;NA;US;US-OK;Hydro
US-0824;small_airport;Murdocks Flying V Airport;NA;US;US-VA;Boydton
US-0825;heliport;Bacon's Heliport;NA;US;US-OK;Disney
US-0826;small_airport;Rush Springs Airstrip;NA;US;US-OK;Rush Springs
US-0827;small_airport;Hermann-Faulk Airfield;NA;US;US-MO;Silex
US-0828;small_airport;Hillview Airport;NA;US;US-PA;Auburn
US-0829;heliport;DR2 Heliport;NA;US;US-PA;Fogelsville
US-0830;small_airport;Big Bar Airport;NA;US;US-ID;Lucile
US-0831;closed;Lehman Airport;NA;US;US-PA;Dallas
US-0832;heliport;Varnell Heliport;NA;US;US-TX;Austin
US-0833;heliport;Sanford Bagley Heliport;NA;US;US-MN;Bagley
US-0834;heliport;Mercy Clermont Hospital Heliport;NA;US;US-OH;Batavia
US-0835;heliport;UH-Broadview Heights Health Center Heliport;NA;US;US-OH;Broadway Heights
US-0836;small_airport;Chuck's Private Airstrip;NA;US;US-OK;Cashion
US-0837;small_airport;RNR Farms Airport;NA;US;US-WA;Cathlamet
US-0838;small_airport;White Oak Field;NA;US;US-OH;Centerburg
US-0839;small_airport;Wedding Cake Ranch Airport;NA;US;US-NM;Clayton
US-0840;heliport;Manclark Airway Heliport;NA;US;US-CA;Costa Mesa
US-0841;heliport;Ulster Heights Kingdom Heliport;NA;US;US-NY;Ellenville
US-0842;small_airport;Carr Creek Airport;NA;US;US-MO;Ellington
US-0843;seaplane_base;Eagles Nest 4 Seaplane Base;NA;US;US-MN;Ely
US-0844;small_airport;Willow Creek Trading Post Airport;NA;US;US-NV;Ely
US-0845;seaplane_base;Clearwater Seaplane Base;NA;US;US-MN;Leonard
US-0846;heliport;Northeast Methodist Hospital Ground Heliport;NA;US;US-TX;Live Oak
US-0847;small_airport;Reed Mine Airport;NA;US;US-NC;Locust
US-0848;small_airport;In The Trenches Airport;NA;US;US-TX;Longview
US-0849;heliport;Marquette Regional Hospital Heliport;NA;US;US-MI;Marquette
US-0850;heliport;Avera Marshall Regional Medical Center Heliport;NA;US;US-MN;Marshall
US-0851;heliport;Meister's Heliport;NA;US;US-WI;New Richmond
US-0852;heliport;St Elizabeth's Hospital Heliport;NA;US;US-IL;O'Fallon
US-0853;small_airport;Rose Ranch Airport;NA;US;US-TX;Olton
US-0854;heliport;Loma Ridge Communication Center Heliport;NA;US;US-CA;Orange
US-0855;seaplane_base;Ritz Carlton Grande Lakes Seaplane Base;NA;US;US-FL;Orlando
US-0856;small_airport;Markley Farm Airport;NA;US;US-OH;Orrville
US-0857;small_airport;Hidden Hills Ranch Airport;NA;US;US-NY;Palmyra
US-0858;heliport;AE139 Heliport;NA;US;US-TX;Paris
US-0859;small_airport;Red Rock South Airport;NA;US;US-OK;Perry
US-0860;small_airport;Sunrise Valley Ranch Lodge Airport;NA;US;US-OR;Prineville
US-0861;small_airport;Sky Ranch Airport;NA;US;US-OH;West Jefferson
US-0862;heliport;Air Evac 122 Heliport;NA;US;US-OK;Weatherford
US-0863;heliport;Kennedy Health System Heliport;NA;US;US-NJ;Washington Township
US-0864;heliport;Temecula Valley Hospital Heliport;NA;US;US-CA;Temecula
US-0865;heliport;Rancho Milagro Heliport;NA;US;US-NM;Taos
US-0866;heliport;Kennedy Memorial Hospital Heliport;NA;US;US-NJ;Stratford
US-0867;heliport;Sparrow Clinton Hospital Heliport;NA;US;US-MI;St Johns
US-0868;heliport;Mercy Health Heliport;NA;US;US-MI;Shelby
US-0869;closed;Jamros Airport;NA;US;US-MI;Negaunee
US-0870;small_airport;Dorton Airport;NA;US;US-MO;Richmond
US-0871;small_airport;Oakhaus Landing Airport;NA;US;US-OH;Raymond
US-0872;heliport;Atlantic Health Jets Training Center Heliport;NA;US;US-NJ;Florham Park
US-0873;small_airport;Rolling Hills Airport;NA;US;US-MN;Westbrook
US-0874;heliport;Black Rock Heliport;NA;US;US-NM;Zuni
US-0875;small_airport;Richmond Plantation Airport;NA;US;US-LA;Forest Hill
US-0876;heliport;Bell South Airfield Heliport;NA;US;US-TX;Bell South Airfield Heliport
US-0877;small_airport;P-L Ranch Airport;NA;US;US-WA;Lacey
US-0878;heliport;Clive Holmes Estate Heliport;NA;US;US-NY;Oyster Bay
US-0879;heliport;Beach Mosquito Control District West Heliport;NA;US;US-FL;Panama City Beach
US-0880;closed;Opa Locka West Airport;NA;US;US-FL;Miami
US-0881;small_airport;Mitch Veenstra Airport;NA;US;US-MI;Hudsonville
US-0882;heliport;The Christ Hospital Medical Center Heliport;NA;US;US-OH;Hamilton
US-0883;heliport;Medical Center Barbour Heliport;NA;US;US-AL;Eufaula
US-0884;small_airport;Bent Hickory Air Ranch Airport;NA;US;US-AR;Point Cedar
US-0885;small_airport;Gove County Airport;NA;US;US-KS;Quinter
US-0886;seaplane_base;Lily Lake Seaplane Base;NA;US;US-MN;Grand Rapids
US-0887;small_airport;Shady Lane Airport;NA;US;US-MI;St Johns
US-0888;closed;Lyons Airpark;NA;US;US-AL;Rainsville
US-0889;small_airport;Bar Lazy B Airport;NA;US;US-NE;O'Neill
US-0890;small_airport;Miller Airport;NA;US;US-NY;Canastota
US-0891;heliport;Harvey Gulf Heliport;NA;US;US-LA;Golden Meadow
US-0892;closed;Victory Field;NA;US;US-TX;Vernon
US-0893;small_airport;Twin Forks Airport;NA;US;US-GA;Chickamauga
US-0894;heliport;Guardian Centers of Georgia Heliport;NA;US;US-GA;Perry
US-0895;small_airport;Woodley 2 Airport;NA;US;US-IL;Walnut
US-0896;heliport;St Joseph's Regional Medical Center Edison Lakes Heliport;NA;US;US-IN;Mishawaka
US-0897;small_airport;Tracy Airport;NA;US;US-KS;Manhattan
US-0898;closed;Bunn Airport;NA;US;US-IL;Nebo
US-0899;closed;Sellers Airport;NA;US;US-IN;Triumph
US-0900;heliport;Conshohocken Heliport;NA;US;US-PA;Conshohocken
US-0901;small_airport;Ellis Airport;NA;US;US-NC;Hobgood
US-0902;small_airport;LevAirport;NA;US;US-TN;Pulaski
US-0903;small_airport;Oldstown Flying Tails Airport;NA;US;US-OH;Cortland
US-0904;small_airport;Muncy Airport;NA;US;US-OK;Hydro
US-0905;small_airport;Rocky Pond Airstrip;NA;US;US-WA;Orondo
US-0906;small_airport;Derick Ultralight Flightpark;NA;US;US-PA;Newburg
US-0907;small_airport;Embarcadero Airport;NA;US;US-TX;McKinney
US-0908;small_airport;Peaster 01 Airport;NA;US;US-TX;Weatherford
US-0909;small_airport;La Parra Ranch Airport;NA;US;US-TX;Sarita
US-0910;heliport;Claytime Heliport;NA;US;US-TX;Bay City
US-0911;small_airport;South Tajos Ranch Airport;NA;US;US-TX;Sarita
US-0912;small_airport;Cardinal Field;NA;US;US-TX;Cardinal Field
US-0913;small_airport;Ugashik Narrows Airport;NA;US;US-AK;King Salmon
US-0914;heliport;St Vincent North Hospital Heliport;NA;US;US-AR;North Little Rock
US-0915;heliport;Memorial Hospital Los Banos Heliport;NA;US;US-CA;Los Banos
US-0916;small_airport;Zamora Airport;NA;US;US-CA;Woodland
US-0917;heliport;Silo Heliport;NA;US;US-CT;Harwinton
US-0918;heliport;Air Evac Base 86 Heliport;NA;US;US-GA;Americus
US-0919;small_airport;Blackhawk Airport;NA;US;US-IN;Lake Village
US-0920;heliport;Agfertilizers Heliport;NA;US;US-MT;Great Falls
